fips,county,state,income-2015,income-1989a,income-1989b,change
24019,Dorchester County,MD,44664,21677,40020.84517,10.39574338
24021,Frederick County,MD,83746,39443,72821.06363,13.04532321
24023,Garrett County,MD,46469,22446,41440.60021,10.82097697
24025,Harford County,MD,77992,39972,73797.72216,5.37783085
24027,Howard County,MD,110224,54261,100178.5801,9.113641255
24029,Kent County,MD,52274,25806,47643.95122,8.857268968
24031,Montgomery County,MD,98314,52687,97272.60551,1.0592535
24033,Prince George's County,MD,76366,40568,74898.07847,1.922218693
24035,Queen Anne's County,MD,83914,34565,63815.12725,23.95175149
24037,St. Mary's County,MD,83148,35832,66154.30753,20.43788482
24039,Somerset County,MD,38692,19443,35896.35525,7.225381864
24041,Talbot County,MD,62018,29865,55137.82078,11.09384246
24043,Washington County,MD,55270,28649,52892.79852,4.301070173
24045,Wicomico County,MD,52153,27442,50664.39236,2.854308736
24047,Worcester County,MD,53366,25015,46183.579,13.45879586
24510,Baltimore city,MD,43192,21564,39812.22057,7.825012566
25000,Massachusetts,MA,70659,35478,65500.74019,7.300216263
25001,Barnstable County,MA,65735,28409,52449.70201,20.21038714
25003,Berkshire County,MA,50646,29871,55148.8982,-8.890925635
25005,Bristol County,MA,59839,29360,54205.4719,9.414475679
25007,Dukes County,MA,64456,29126,53773.45281,16.57339455
25009,Essex County,MA,68237,36967,68249.78473,-0.018735773
25011,Franklin County,MA,57325,28738,53057.11347,7.44507027
25013,Hampden County,MA,51415,31319,57822.24708,-12.46182453
25015,Hampshire County,MA,60853,32722,60412.51538,0.723850301
25017,Middlesex County,MA,90025,41553,76716.62036,14.7829821
25019,Nantucket County,MA,86014,38894,71807.48038,16.51652012
25021,Norfolk County,MA,93187,43860,80975.88547,13.10388201
25023,Plymouth County,MA,74736,36330,67073.73277,10.25244492
25025,Suffolk County,MA,56530,25227,46574.98091,17.61015229
25027,Worcester County,MA,65621,35208,65002.25663,0.942904516
26000,Michigan,MI,51063,31067,57356.99576,-12.32594199
26001,Alcona County,MI,37618,17563,32425.43266,13.8034115
26003,Alger County,MI,43341,22766,42031.39555,3.021629528
26005,Allegan County,MI,55611,30536,56376.64475,-1.376786518
26007,Alpena County,MI,40665,23121,42686.80912,-4.971865535
26009,Antrim County,MI,49118,22334,41233.82185,16.05150486
26011,Arenac County,MI,37120,20690,38198.61082,-2.905740346
26013,Baraga County,MI,42389,20112,37131.48674,12.40301318
26015,Barry County,MI,57665,28849,53262.0456,7.635401718
26017,Bay County,MI,46256,26681,49259.40721,-6.493011093
26019,Benzie County,MI,48127,21722,40103.92577,16.67063027
26021,Berrien County,MI,46588,25708,47463.02015,-1.8782093
26023,Branch County,MI,47146,24680,45565.09014,3.353221614
26025,Calhoun County,MI,43864,27512,50793.62884,-15.7979866
26027,Cass County,MI,49889,26217,48402.75398,2.979105661
26029,Charlevoix County,MI,48267,24658,45524.47296,5.681991923
26031,Cheboygan County,MI,41036,20960,38697.09438,5.69964329
26033,Chippewa County,MI,42473,21237,39208.50159,7.686055634
26035,Clare County,MI,33250,17618,32526.97561,2.174509444
26037,Clinton County,MI,65051,35610,65744.44327,-1.065999395
26039,Crawford County,MI,40907,19929,36793.62566,10.05542899
26041,Delta County,MI,43020,23633,43632.08165,-1.422783948
26043,Dickinson County,MI,47616,24600,45417.3913,4.617373773
26045,Eaton County,MI,56760,35885,66252.15801,-16.72332277
26047,Emmet County,MI,49774,26853,49576.9597,0.395869926
26049,Genesee County,MI,44181,28885,53328.51007,-20.70462433
26051,Gladwin County,MI,40746,19780,36518.53659,10.37516177
26053,Gogebic County,MI,38416,18567,34279.05302,10.76881242
26055,Grand Traverse County,MI,54874,27760,51251.49523,6.601495739
26057,Gratiot County,MI,42800,24482,45199.53552,-5.606391413
26059,Hillsdale County,MI,46786,24990,46137.42312,1.386262733
26061,Houghton County,MI,41775,20157,37214.56734,10.91665508
26063,Huron County,MI,45917,23494,43375.45493,5.535085195
26065,Ingham County,MI,47470,28986,53514.97985,-12.7343161
26067,Ionia County,MI,51013,28689,52966.64793,-3.82970602
26069,Iosco County,MI,39874,20113,37133.33298,6.873318504
26071,Iron County,MI,36570,18163,33533.17391,8.304145712
26073,Isabella County,MI,41957,26611,49130.17073,-17.09648147
26075,Jackson County,MI,50683,27484,50741.93425,-0.116280118
26077,Kalamazoo County,MI,52252,32543,60082.03924,-14.98514743
26079,Kalkaska County,MI,42829,22243,41065.81442,4.116803049
26081,Kent County,MI,54550,31516,58185.95546,-6.665362899
26083,Keweenaw County,MI,40862,16263,30025.32662,26.52017371
26085,Lake County,MI,32971,14179,26177.772,20.60364562
26087,Lapeer County,MI,57774,34493,63682.1983,-10.22639648
26089,Leelanau County,MI,61397,27639,51028.10074,16.88828323
26091,Lenawee County,MI,49013,29788,54995.66066,-12.20627315
26093,Livingston County,MI,76934,43576,80451.55461,-4.572171748
26095,Luce County,MI,41870,21109,38972.18346,6.920985295
26097,Mackinac County,MI,40091,19939,36812.08802,8.178673475
26099,Macomb County,MI,54939,37399,69047.35843,-25.68004228
26101,Manistee County,MI,41811,21598,39874.99258,4.630378185
26103,Marquette County,MI,48108,26201,48373.21421,-0.551289203
26105,Mason County,MI,43620,22770,42038.78049,3.624987419
26107,Mecosta County,MI,41755,22754,42009.24072,-0.60888689
26109,Menominee County,MI,42591,23864,44058.56204,-3.445709272
26111,Midland County,MI,59248,35733,65971.53022,-11.34811339
26113,Missaukee County,MI,42836,22409,41372.2895,3.417010221
26115,Monroe County,MI,56161,34274,63277.87275,-12.67226856
26117,Montcalm County,MI,41728,25158,46447.59067,-11.31036874
26119,Montmorency County,MI,37153,16374,30230.25875,18.63306126
26121,Muskegon County,MI,46709,25586,47237.77943,-1.132071822
26123,Newaygo County,MI,45086,24113,44518.27466,1.259205396
26125,Oakland County,MI,70150,42077,77684.04772,-10.73991122
26127,Oceana County,MI,43211,22349,41261.51538,4.511547114
26129,Ogemaw County,MI,37057,18030,33287.6246,10.17183096
26131,Ontonagon County,MI,37508,22399,41353.82715,-10.25335168
26133,Osceola County,MI,41782,21850,40340.2439,3.450663198
26135,Oscoda County,MI,36724,16955,31302.92153,14.76167758
26137,Otsego County,MI,50420,25414,46920.22694,6.941239716
26139,Ottawa County,MI,61429,36149,66739.56416,-8.645044127
26141,Presque Isle County,MI,41658,20711,38237.38176,8.211191703
26143,Roscommon County,MI,38516,17276,31895.5631,17.18879661
26145,Saginaw County,MI,43344,27695,51131.48993,-17.96670802
26147,St. Clair County,MI,51183,29795,55008.58431,-7.474326056
26149,St. Joseph County,MI,46667,26533,48986.16437,-4.969602436
26151,Sanilac County,MI,41861,23313,43041.28632,-2.819536849
26153,Schoolcraft County,MI,36741,20411,37683.51113,-2.565284382
26155,Shiawassee County,MI,50807,29016,53570.36691,-5.438949188
26157,Tuscola County,MI,45800,27023,49890.81972,-8.931920795
26159,Van Buren County,MI,47806,24673,45552.16649,4.714541083
26161,Washtenaw County,MI,62401,37298,68860.88865,-10.35221976
26163,Wayne County,MI,41585,27554,50871.17073,-22.33057769
26165,Wexford County,MI,42922,23841,44016.09862,-2.549039237
27000,Minnesota,MN,63459,30536,56376.64475,11.16052136
27001,Aitkin County,MN,43817,18029,33285.77837,24.03455653
27003,Anoka County,MN,73276,38707,71462.23436,2.475251981
27005,Becker County,MN,54304,21253,39238.04136,27.74373645
27007,Beltrami County,MN,46031,21221,39178.96182,14.8857035
27009,Benton County,MN,52513,26877,49621.26935,5.506694812
27011,Big Stone County,MN,47583,20494,37836.74867,20.48263314
27013,Blue Earth County,MN,49664,26516,48954.77837,1.428039693
27015,Brown County,MN,56330,27152,50128.98409,11.00837193
27017,Carlton County,MN,54945,25951,47911.65536,12.80070005
27019,Carver County,MN,93857,39391,72725.05938,22.51503949
27021,Cass County,MN,47645,18099,33415.01485,29.86669148
27023,Chippewa County,MN,50896,24159,44603.20148,12.36403355
27025,Chisago County,MN,70036,32004,59086.91835,15.63350513
27027,Clay County,MN,60417,25908,47832.26723,20.82978759
27029,Clearwater County,MN,42689,17697,32672.82821,23.46312116
27031,Cook County,MN,50350,23941,44200.72216,12.21306422
27033,Cottonwood County,MN,49448,24082,44461.04136,10.08525854
27035,Crow Wing County,MN,50755,22771,42040.62672,17.1694873
27037,Dakota County,MN,77576,41750,77080.32874,0.638949239
27039,Dodge County,MN,65494,30884,57019.13468,12.93991102
27041,Douglas County,MN,56819,23566,43508.38388,23.42634703
27043,Faribault County,MN,52169,23676,43711.46978,16.21179287
27045,Fillmore County,MN,52170,23166,42769.88971,18.01822942
27047,Freeborn County,MN,47418,26172,48319.67338,-1.901542416
27049,Goodhue County,MN,60285,30749,56769.8929,5.830815468
27051,Grant County,MN,50570,21351,39418.97243,22.05067742
27053,Hennepin County,MN,68902,35438,65426.89077,5.04355349
27055,Houston County,MN,56276,26881,49628.65429,11.81204369
27057,Hubbard County,MN,52841,19554,36101.28738,31.67940164
27059,Isanti County,MN,63134,31558,58263.49735,7.714547868
27061,Itasca County,MN,52064,24781,45751.55992,12.12438553
27063,Jackson County,MN,54001,24800,45786.63839,15.21149907
27065,Kanabec County,MN,48907,22855,42195.7105,13.72255403
27067,Kandiyohi County,MN,52597,26310,48574.45387,7.647862291
27069,Kittson County,MN,55545,25041,46231.58112,16.76733977
27071,Koochiching County,MN,46807,24066,44431.50159,5.075092207
27073,Lac qui Parle County,MN,50764,22485,41512.60339,18.22432552
27075,Lake County,MN,53093,22709,41926.16013,21.03260293
27077,Lake of the Woods County,MN,46128,22583,41693.53446,9.61339216
27079,Le Sueur County,MN,62672,27535,50836.09226,18.88547955
27081,Lincoln County,MN,52164,19323,35674.807,31.61029254
27083,Lyon County,MN,55051,26385,48712.92153,11.51310326
27085,McLeod County,MN,60549,29691,54816.57582,9.467413464
27087,Mahnomen County,MN,40849,18642,34417.52068,15.74452085
27089,Marshall County,MN,55889,22204,40993.81124,26.65137819
27091,Martin County,MN,48478,26126,48234.74655,0.50178111
27093,Meeker County,MN,58607,24556,45336.15695,22.64378496
27095,Mille Lacs County,MN,50633,23034,42526.18664,16.01092837
27097,Morrison County,MN,54245,22025,40663.3351,25.03763462
27099,Mower County,MN,50878,24471,45179.22694,11.20085904
27101,Murray County,MN,50378,23816,43969.94274,12.71995169
27103,Nicollet County,MN,58839,30653,56592.65429,3.817783622
27105,Nobles County,MN,50100,25847,47719.64687,4.751203849
27107,Norman County,MN,50775,22460,41466.44751,18.33294435
27109,Olmsted County,MN,70063,36606,67583.29374,3.539252183
27111,Otter Tail County,MN,55357,22428,41407.36797,25.1994003
27113,Pennington County,MN,51341,22471,41486.7561,19.19371244
27115,Pine County,MN,46332,21739,40135.31177,13.37453214
27117,Pipestone County,MN,51939,22704,41916.92895,19.29584907
27119,Polk County,MN,54270,23139,42720.04136,21.2824003
27121,Pope County,MN,53267,20152,37205.33616,30.15312264
27123,Ramsey County,MN,57299,30990,57214.83563,0.146886279
27125,Red Lake County,MN,52244,20517,37879.21209,27.49557444
27127,Redwood County,MN,48520,24894,45960.18452,5.275794482
27129,Renville County,MN,56835,24971,46102.34464,18.8838838
27131,Rice County,MN,59863,29962,55316.90562,7.594163974
27133,Rock County,MN,55462,25758,47555.33192,14.25600967
27135,Roseau County,MN,54416,27633,51017.02333,6.246281737
27137,St. Louis County,MN,50141,25930,47872.88441,4.523474978
27139,Scott County,MN,92898,39457,72846.91092,21.58398359
27141,Sherburne County,MN,79495,36229,66887.26299,15.85978616
27143,Sibley County,MN,57052,25436,46960.84411,17.68764616
27145,Stearns County,MN,55244,27554,50871.17073,7.91548271
27147,Steele County,MN,60970,30049,55477.5281,9.008482693
27149,Stevens County,MN,54323,25282,46676.52386,14.07594599
27151,Swift County,MN,47130,21695,40054.07741,15.01362739
27153,Todd County,MN,48840,20506,37858.9035,22.48381757
27155,Traverse County,MN,46764,22155,40903.34571,12.5324059
27157,Wabasha County,MN,57873,27539,50843.4772,12.14646346
27159,Wadena County,MN,45597,19629,36239.75504,20.52162415
27161,Waseca County,MN,54495,27971,51641.0509,5.237084317
27163,Washington County,MN,88329,46127,85161.30117,3.58625008
27165,Watonwan County,MN,48044,23723,43798.24284,8.837226621
27167,Wilkin County,MN,56583,23445,43284.9894,23.50177722
27169,Winona County,MN,54367,26768,49420.02969,9.099215163
27171,Wright County,MN,76407,33780,62365.83245,18.37680782
27173,Yellow Medicine County,MN,51569,22666,41846.772,18.85285345
28000,Mississippi,MS,40630,19874,36692.08271,9.692141977
28001,Adams County,MS,32673,16634,30710.27996,6.007162007
28003,Alcorn County,MS,41383,20892,38571.55037,6.793730829
28005,Amite County,MS,37085,15952,29451.1474,20.58474477
28007,Attala County,MS,32988,14438,26655.94698,19.19501947
28009,Benton County,MS,32467,16530,30518.27147,6.002182296
28011,Bolivar County,MS,30311,14076,25987.60976,14.26343652
28013,Calhoun County,MS,33906,16957,31306.614,7.666448422
28015,Carroll County,MS,39439,15443,28511.41357,27.70756466
28017,Chickasaw County,MS,31937,18222,33642.1018,-5.3389542
28019,Choctaw County,MS,35370,15770,29115.13256,17.6841036
28021,Claiborne County,MS,26959,14950,27601.21951,-2.382208213
28023,Clarke County,MS,38362,18999,35076.62672,8.5641345
28025,Clay County,MS,32360,19937,36808.39555,-13.74658698
28027,Coahoma County,MS,25948,13595,25099.57052,3.269729769
28029,Copiah County,MS,34723,15773,29120.67126,16.13434536
28031,Covington County,MS,36206,15826,29218.52174,19.29922737
28033,DeSoto County,MS,60610,30668,56620.34783,6.582498225
28035,Forrest County,MS,35198,18562,34269.82185,2.637019589
28037,Franklin County,MS,36391,16268,30034.55779,17.46707209
28039,George County,MS,48212,21313,39348.81548,18.38377275
28041,Greene County,MS,42699,16522,30503.50159,28.56155509
28043,Grenada County,MS,35163,20420,37700.12725,-7.215332177
28045,Hancock County,MS,45911,21522,39734.67869,13.45281374
28047,Harrison County,MS,42370,21321,39363.58537,7.095621039
28049,Hinds County,MS,39158,22137,40870.11347,-4.372321027
28051,Holmes County,MS,24065,9500,17539.23648,27.11723881
28053,Humphreys County,MS,25625,11105,20502.44433,19.99046116
28055,Issaquena County,MS,28859,14780,27287.35949,5.445928511
28057,Itawamba County,MS,39296,21726,40111.31071,-2.074793135
28059,Jackson County,MS,46339,26310,48574.45387,-4.824130583
28061,Jasper County,MS,35092,15865,29290.52492,16.53218705
28063,Jefferson County,MS,26405,12919,23851.51538,9.670458714
28065,Jefferson Davis County,MS,28845,14797,27318.74549,5.291227273
28067,Jones County,MS,36413,19810,36573.92365,-0.441940098
28069,Kemper County,MS,30381,13675,25247.26935,16.89783301
28071,Lafayette County,MS,43435,19772,36503.7667,15.95771451
28073,Lamar County,MS,53205,24216,44708.4369,15.96948237
28075,Lauderdale County,MS,38334,20577,37989.98621,0.89741166
28077,Lawrence County,MS,39460,18233,33662.41039,14.69232034
28079,Leake County,MS,35804,14802,27327.97667,23.67339775
28081,Lee County,MS,43098,23577,43528.69247,-0.999332848
28083,Leflore County,MS,26520,15770,29115.13256,-9.785567706
28085,Lincoln County,MS,40627,19039,35150.47614,13.48001049
28087,Lowndes County,MS,41880,21940,40506.40509,3.279835028
28089,Madison County,MS,67482,21834,40310.70414,40.26450885
28091,Marion County,MS,34742,15680,28948.97137,16.67442471
28093,Marshall County,MS,38006,17078,31530.00848,17.03939251
28095,Monroe County,MS,38893,19822,36596.07847,5.905745319
28097,Montgomery County,MS,34264,14679,27100.88971,20.90564524
28099,Neshoba County,MS,38068,17917,33079,13.10549543
28101,Newton County,MS,36991,18466,34092.58324,7.835464721
28103,Noxubee County,MS,28041,12934,23879.20891,14.84180697
28105,Oktibbeha County,MS,38011,19726,36418.83987,4.188682558
28107,Panola County,MS,35517,16191,29892.39767,15.83636662
28109,Pearl River County,MS,43420,19310,35650.80594,17.89312313
28111,Perry County,MS,37777,17948,33136.2333,12.28463537
28113,Pike County,MS,31976,15548,28705.26829,10.22870812
28115,Pontotoc County,MS,39977,21010,38789.40615,2.970692772
28117,Prentiss County,MS,38550,18450,34063.04348,11.63931653
28119,Quitman County,MS,26467,11764,21719.11347,17.93889195
28121,Rankin County,MS,58426,29150,53817.76246,7.887306233
28123,Scott County,MS,34469,16703,30837.6702,10.5350599
28125,Sharkey County,MS,27589,12195,22514.84093,18.39196443
28127,Simpson County,MS,37742,18731,34581.83563,8.373070767
28129,Smith County,MS,40637,18103,33422.39979,17.75377172
28131,Stone County,MS,42295,18889,34873.54083,17.54689484
28133,Sunflower County,MS,28184,13394,24728.4772,12.26058331
28135,Tallahatchie County,MS,29474,11743,21680.34252,26.44248312
28137,Tate County,MS,43376,20639,38104.45281,12.15314273
28139,Tippah County,MS,38297,18209,33618.10074,12.21740412
28141,Tishomingo County,MS,37740,18618,34373.21103,8.921009463
28143,Tunica County,MS,30970,9749,17998.9491,41.88263126
28145,Union County,MS,42120,21365,39444.81972,6.351330189
28147,Walthall County,MS,31202,14472,26718.71898,14.36856938
28149,Warren County,MS,40465,23860,44051.17709,-8.862417137
28151,Washington County,MS,27539,16793,31003.83139,-12.58154395
28153,Wayne County,MS,35989,17096,31563.24072,12.29753335
28155,Webster County,MS,40214,17905,33056.84517,17.79766953
28157,Wilkinson County,MS,28535,12842,23709.35525,16.91131856
28159,Winston County,MS,35216,18554,34255.05196,2.728725688
28161,Yalobusha County,MS,36062,16718,30865.36373,14.41028303
28163,Yazoo County,MS,34218,15119,27913.2333,18.42529283
29000,Missouri,MO,50200,26333,48616.91729,3.153551225
29001,Adair County,MO,40222,21049,38861.40933,3.38270267
29003,Andrew County,MO,58675,25350,46802.06787,20.2350782
29005,Atchison County,MO,46339,19967,36863.78261,20.44760869
29007,Audrain County,MO,42480,24036,44376.11453,-4.463546441
29009,Barry County,MO,37467,18969,35021.23966,6.527772011
29011,Barton County,MO,39633,20451,37757.36055,4.732519488
29013,Bates County,MO,45887,20693,38204.14952,16.74297835
